system loop timestamp,,,,,pressure sensor measurement timestamp,,,,,pressure sensor measurement voltage (V)
11,47,48,.705,,11,47,49,.724,,0.497175
11,47,49,.705,,11,47,50,.724,,0.507367
11,47,50,.705,,11,47,51,.724,,0.517560
11,47,51,.704,,11,47,52,.724,,0.527752
11,47,52,.705,,11,47,53,.724,,0.537945
11,47,53,.705,,11,47,54,.724,,0.548137
11,47,54,.704,,11,47,55,.724,,0.568522
11,47,55,.704,,11,47,56,.724,,0.588907
11,47,56,.704,,11,47,57,.724,,0.588907
11,47,57,.704,,11,47,58,.724,,0.599099
11,47,58,.704,,11,47,59,.724,,0.609292
11,47,59,.704,,11,48,00,.724,,0.629677
11,48,00,.703,,11,48,01,.724,,0.639869
11,48,01,.704,,11,48,02,.724,,0.660254
11,48,02,.705,,11,48,03,.724,,0.660254
11,48,03,.704,,11,48,04,.724,,0.670447
11,48,04,.704,,11,48,05,.724,,0.680639
11,48,05,.705,,11,48,06,.724,,0.701024
11,48,06,.705,,11,48,07,.724,,0.711216
11,48,07,.705,,11,48,08,.724,,0.721409
11,48,08,.705,,11,48,09,.724,,0.731601
11,48,09,.705,,11,48,10,.724,,0.741794
11,48,10,.704,,11,48,11,.724,,0.741794
11,48,11,.704,,11,48,12,.724,,0.762179
11,48,12,.704,,11,48,13,.724,,0.762179
11,48,13,.704,,11,48,14,.724,,0.772371
11,48,14,.704,,11,48,15,.724,,0.782563
11,48,15,.705,,11,48,16,.724,,0.782563
11,48,16,.705,,11,48,17,.724,,0.792756
11,48,17,.704,,11,48,18,.724,,0.792756
11,48,18,.703,,11,48,19,.724,,0.802948
11,48,19,.704,,11,48,20,.724,,0.802948
11,48,20,.704,,11,48,21,.724,,0.813141
11,48,21,.704,,11,48,22,.724,,0.813141
11,48,22,.705,,11,48,23,.724,,0.823333
11,48,23,.704,,11,48,24,.724,,0.823333
11,48,24,.704,,11,48,25,.724,,0.833526
11,48,25,.704,,11,48,26,.724,,0.843718
11,48,26,.704,,11,48,27,.724,,0.843718
11,48,27,.704,,11,48,28,.724,,0.843718
11,48,28,.704,,11,48,29,.724,,0.843718
11,48,29,.705,,11,48,30,.724,,0.853911
11,48,30,.705,,11,48,31,.724,,0.864103
11,48,31,.704,,11,48,32,.724,,0.864103
11,48,32,.705,,11,48,33,.724,,0.864103
11,48,33,.705,,11,48,34,.724,,0.874295
11,48,34,.704,,11,48,35,.724,,0.874295
11,48,35,.704,,11,48,36,.724,,0.884488
11,48,36,.703,,11,48,37,.724,,0.874295
11,48,37,.705,,11,48,38,.724,,0.884488
11,48,38,.705,,11,48,39,.724,,0.894680
11,48,39,.705,,11,48,40,.724,,0.894680
11,48,40,.705,,11,48,41,.724,,0.904873
11,48,41,.704,,11,48,42,.724,,0.904873
11,48,42,.705,,11,48,43,.724,,0.904873
11,48,43,.705,,11,48,44,.724,,0.915065
11,48,44,.705,,11,48,45,.724,,0.915065
11,48,45,.704,,11,48,46,.724,,0.925258
11,48,46,.704,,11,48,47,.724,,0.925258
11,48,47,.704,,11,48,48,.724,,0.925258
11,48,48,.704,,11,48,49,.724,,0.925258
11,48,49,.704,,11,48,50,.724,,0.935450
11,48,50,.704,,11,48,51,.724,,0.935450
11,48,51,.704,,11,48,52,.724,,0.935450
11,48,52,.704,,11,48,53,.724,,0.925258
11,48,53,.703,,11,48,54,.724,,0.915065
11,48,54,.705,,11,48,55,.724,,0.904873
11,48,55,.705,,11,48,56,.724,,0.894680
11,48,56,.704,,11,48,57,.724,,0.884488
11,48,57,.704,,11,48,58,.724,,0.874295
11,48,58,.704,,11,48,59,.724,,0.864103
11,48,59,.704,,11,49,00,.724,,0.853911
11,49,00,.705,,11,49,01,.724,,0.843718
11,49,01,.705,,11,49,02,.724,,0.833526
11,49,02,.704,,11,49,03,.724,,0.823333
11,49,03,.705,,11,49,04,.724,,0.823333
11,49,04,.704,,11,49,05,.724,,0.802948
11,49,05,.705,,11,49,06,.724,,0.792756
11,49,06,.704,,11,49,07,.724,,0.792756
11,49,07,.704,,11,49,08,.724,,0.782563
11,49,08,.705,,11,49,09,.724,,0.762179
11,49,09,.704,,11,49,10,.724,,0.762179
11,49,10,.704,,11,49,11,.724,,0.741794
11,49,11,.704,,11,49,12,.724,,0.741794
11,49,12,.704,,11,49,13,.724,,0.741794
11,49,13,.705,,11,49,14,.724,,0.731601
11,49,14,.705,,11,49,15,.724,,0.721409
11,49,15,.705,,11,49,16,.724,,0.711216
11,49,16,.704,,11,49,17,.724,,0.711216
11,49,17,.704,,11,49,18,.724,,0.701024
11,49,18,.704,,11,49,19,.724,,0.690831
11,49,19,.705,,11,49,20,.724,,0.680639
11,49,20,.704,,11,49,21,.724,,0.670447
11,49,21,.705,,11,49,22,.724,,0.660254
11,49,22,.705,,11,49,23,.724,,0.660254
11,49,23,.704,,11,49,24,.724,,0.650062
11,49,24,.704,,11,49,25,.724,,0.650062
11,49,25,.704,,11,49,26,.724,,0.639869
11,49,26,.704,,11,49,27,.724,,0.629677
11,49,27,.705,,11,49,28,.724,,0.619484
11,49,28,.704,,11,49,29,.724,,0.609292
11,49,29,.704,,11,49,30,.724,,0.609292
11,49,30,.704,,11,49,31,.724,,0.599099
11,49,31,.705,,11,49,32,.724,,0.588907
11,49,32,.704,,11,49,33,.724,,0.578714
11,49,33,.705,,11,49,34,.724,,0.578714
11,49,34,.705,,11,49,35,.724,,0.578714
11,49,35,.704,,11,49,36,.724,,0.558330
11,49,36,.705,,11,49,37,.724,,0.558330
11,49,37,.705,,11,49,38,.724,,0.548137
11,49,38,.705,,11,49,39,.724,,0.537945
11,49,39,.705,,11,49,40,.724,,0.537945
11,49,40,.705,,11,49,41,.724,,0.527752
11,49,41,.704,,11,49,42,.724,,0.527752
11,49,42,.705,,11,49,43,.724,,0.517560
11,49,43,.704,,11,49,44,.724,,0.507367
11,49,44,.704,,11,49,45,.724,,0.507367
11,49,45,.705,,11,49,46,.724,,0.497175
11,49,46,.705,,11,49,47,.724,,0.497175
11,49,47,.705,,11,49,48,.724,,0.486982
11,49,48,.705,,11,49,49,.724,,0.476790
11,49,49,.704,,11,49,50,.724,,0.466598
11,49,50,.705,,11,49,51,.724,,0.466598
11,49,51,.704,,11,49,52,.724,,0.466598
11,49,52,.704,,11,49,53,.724,,0.456405
11,49,53,.704,,11,49,54,.724,,0.446213
11,49,54,.704,,11,49,55,.724,,0.436020
11,49,55,.705,,11,49,56,.724,,0.436020
11,49,56,.704,,11,49,57,.724,,0.436020
11,49,57,.704,,11,49,58,.724,,0.425828
11,49,58,.704,,11,49,59,.724,,0.415635
11,49,59,.705,,11,50,00,.724,,0.405443
11,50,00,.704,,11,50,01,.724,,0.405443
11,50,01,.704,,11,50,02,.724,,0.395250
11,50,02,.705,,11,50,03,.724,,0.395250
11,50,03,.703,,11,50,04,.724,,0.385058
11,50,04,.704,,11,50,05,.724,,0.385058
11,50,05,.704,,11,50,06,.724,,0.385058
11,50,06,.705,,11,50,07,.724,,0.364673
11,50,07,.704,,11,50,08,.724,,0.364673
11,50,08,.705,,11,50,09,.724,,0.354481
11,50,09,.705,,11,50,10,.724,,0.364673
11,50,10,.704,,11,50,11,.724,,0.354481
11,50,11,.705,,11,50,12,.724,,0.344288
11,50,12,.704,,11,50,13,.724,,0.334096
11,50,13,.704,,11,50,14,.724,,0.334096
11,50,14,.704,,11,50,15,.724,,0.334096
11,50,15,.705,,11,50,16,.724,,0.323903
11,50,16,.704,,11,50,17,.724,,0.323903
11,50,17,.704,,11,50,18,.724,,0.313711
11,50,18,.704,,11,50,19,.724,,0.313711
11,50,19,.705,,11,50,20,.724,,0.303518
11,50,20,.703,,11,50,21,.724,,0.293326
11,50,21,.705,,11,50,22,.724,,0.293326
11,50,22,.705,,11,50,23,.724,,0.283134
11,50,23,.705,,11,50,24,.724,,0.283134
11,50,24,.705,,11,50,25,.724,,0.283134
11,50,25,.704,,11,50,26,.724,,0.272941
11,50,26,.704,,11,50,27,.724,,0.262749
11,50,27,.705,,11,50,28,.724,,0.262749
11,50,28,.704,,11,50,29,.724,,0.262749
11,50,29,.704,,11,50,30,.724,,0.252556
11,50,30,.704,,11,50,31,.724,,0.252556
11,50,31,.705,,11,50,32,.724,,0.242364
11,50,32,.704,,11,50,33,.724,,0.252556
11,50,33,.705,,11,50,34,.724,,0.242364
11,50,34,.705,,11,50,35,.724,,0.232171
11,50,35,.704,,11,50,36,.724,,0.232171
11,50,36,.704,,11,50,37,.724,,0.221979
11,50,37,.705,,11,50,38,.724,,0.221979
11,50,38,.704,,11,50,39,.724,,0.221979
11,50,39,.705,,11,50,40,.724,,0.211786
11,50,40,.704,,11,50,41,.724,,0.211786
11,50,41,.704,,11,50,42,.724,,0.201594
11,50,42,.705,,11,50,43,.724,,0.201594
